"","Lat","Long","TOT_POP","BU_TOT","FID","MeanTemp","Precip_mm","MeanFCPerc","StdDevFCPerc","FLOSS_ha","FGAIN_ha","Forest","Agric","ShrGra","Urb","Water","MeanNDVI","SdNDVI"
"145",6.81611,1.85167,1491,3,214,27.4,1011,21.96890083,8.698461958,71.499181,12.21999477,0.06,0.9,0.04,0,0,0.31756419125,0.155570662124117
"146",6.8372221,1.8469445,442,1,242,27.3,1025,20.74277818,6.629317747,68.53109999,8.005016537,0.01,0.98,0.01,0,0,0.3763428465625,0.207078290147607
"147",6.83806,1.8925,1432,1,139,27.5,1014,18.91328625,5.736017715,71.43759378,2.752125659,0.14,0.74,0.12,0,0,0.2956125894375,0.110274444807771
"148",6.9019446,1.9077778,1185,3,119,27.3,1040,19.09984164,7.953021547,77.43305447,4.793415106,0.07,0.8,0.12,0,0,0.27329689075,0.136999393145244
"149",6.9055557,1.9097222,12492,0,208,27.4,1035,18.39631119,7.736006781,70.41628147,4.402130199,0.09,0.78,0.13,0,0,0.306167523,0.158290878697354
"150",6.9058332,1.8605555,892,1,88,27.1,1052,15.54764749,5.56336058,34.61233057,8.077799426,0.02,0.51,0.47,0,0,0.30086440925,0.178401868555399
"151",6.895,1.85861,1108,2,263,27,1054,15.34387273,4.764321234,24.88951096,8.970818752,0.03,0.61,0.36,0,0,0.3130829139375,0.171883486004574
"152",6.8888888,1.8402778,1557,0,274,26.9,1063,14.1839274,4.827418544,24.35678034,0.9876111456,0.02,0.5,0.48,0,0,0.2989114569375,0.152198314908222
"153",6.93667,1.84417,1345,1,217,26.8,1075,12.86927965,4.183924714,13.17670243,0.1775208923,0.01,0.18,0.81,0,0,0.2548169446875,0.120123831184527
"154",6.9347224,1.8477777,1566,2,285,26.8,1075,12.96045506,4.249012475,13.69820584,0.1775208923,0.01,0.21,0.78,0,0,0.25551291825,0.149816284022698
"155",6.91944,1.8425,954,1,109,26.8,1073,13.86391464,4.835664662,15.32539128,0.07483784359,0.01,0.27,0.72,0,0,0.233226127125,0.12231605063835
"156",6.98472,1.8875,1222,1,252,27.1,1069,12.36025981,3.332622924,6.62996444,0,0.01,0.05,0.95,0,0,0.2657065331875,0.1561267534965
"157",6.97083,1.89361,873,2,115,27.2,1064,12.18963264,4.114839423,13.06776761,0.08875601807,0.01,0.06,0.93,0,0,0.219481156625,0.131640827753063
"158",6.95,1.87222,9868,2,255,27,1072,11.13557651,4.661370338,13.4480645,0,0.02,0.14,0.84,0,0,0.2703758595625,0.170580049789912
"159",6.94389,1.97472,1040,13,249,27.8,1023,21.04242192,7.261943013,55.08165733,2.130214777,0.06,0.83,0.11,0,0,0.293269834,0.176932466547432
"160",6.94556,1.95833,2008,1,145,27.5,1037,17.73933935,6.883818575,66.00335657,2.184153064,0.09,0.71,0.2,0,0,0.30288807025,0.161854616681844
"161",6.97861,1.92528,1555,1,288,27.6,1043,13.63548101,5.200520317,16.95948609,0.3550131775,0.02,0.21,0.76,0,0,0.2741698525625,0.143100790065225
"162",6.97056,1.91167,1905,4,78,27.4,1050,12.45544793,4.456005785,13.99117667,0.4437770508,0.03,0.13,0.85,0,0,0.2767391744375,0.154042290024738
"163",7.0319443,1.9777777,3780,0,196,27.5,1061,12.51925455,4.125864369,7.36295106,0,0.01,0.19,0.8,0,0,0.361365605125,0.163784402694156
"164",7.075,1.96806,3086,0,16,27.3,1079,11.9334079,3.089710305,3.310657425,0.08873585815,0.03,0.01,0.96,0,0,0.2011356214375,0.065873333366487
"165",7.03056,1.9,750,0,31,27.4,1058,15.06466207,4.101611095,17.80631436,1.907806853,0.02,0.51,0.47,0,0,0.28167307475,0.189443916359757
"166",7.10139,1.86806,2044,0,200,27.6,1051,14.24555409,3.264817565,8.790874503,1.41967558,0,0.02,0.98,0,0,0.3033752071875,0.175117131015683
"167",7.1680555,1.9855555,9142,0,166,26.8,1113,9.932319574,4.776618116,11.62015276,0,0,0,1,0,0,0.23582447975,0.109015587340117
"168",7.18472,1.95278,1338,0,98,27.1,1097,15.02305511,3.736175368,7.078705096,0,0,0,1,0,0,0.23073881625,0.120676565713762
"169",7.42694,1.85417,8806,0,219,27,1041,14.93399757,2.393789998,54.63993524,0,0,0,1,0,0,0.327783620625,0.127583806915656
"170",7.3455558,1.9336112,15549,0,104,27.1,1073,13.76154798,3.683523224,5.82629022,0,0,0,1,0,0,0.164473539125,0.0605360491378304
"171",7.39361,2.11111,1832,7,199,27.5,1083,14.86336642,2.814959869,8.164320883,0,0,0,1,0,0,0.216514244125,0.107507326305029
"172",7.3252778,2.0827777,2248,0,87,26.6,1117,15.36823355,4.128943305,9.58089383,0,0,0,1,0,0,0.1814874815625,0.0774253057936062
"173",7.29306,2.13611,2192,0,183,27.1,1106,12.7794209,2.334292928,0.5488500455,0,0,0.02,0.98,0,0,0.2129005035,0.0663808763525469
"174",7.2305555,2.1083333,5690,0,291,27.3,1106,12.05243833,3.536752222,2.967287257,0,0,0.01,0.99,0,0,0.192392059625,0.0714444081232234
"175",7.19167,2.1375,3169,0,163,27.6,1091,12.56293716,2.362575637,1.419411401,0,0,0,1,0,0,0.3107221866875,0.169791637873722
"176",7.20139,2.12083,1409,1,117,27.5,1101,12.13113792,2.604083335,1.685506677,0,0,0,1,0,0,0.2420983421875,0.11109317656736
"177",7.20278,2.10556,1667,2,13,27.4,1105,12.02408006,3.144006351,2.750011047,0,0,0,1,0,0,0.2719133659375,0.100237977661331
"178",7.2227778,2.0772221,1365,1,19,27.2,1110,12.25465588,3.161510307,4.379781571,0,0,0,1,0,0,0.299150598125,0.170794659701585
"179",7.21889,2.10556,14216,2,197,27.3,1109,11.66863764,3.562012424,3.133645504,0,0,0,1,0,0,0.198141573375,0.0777911248210561
"180",7.2194443,2.0652778,2135,0,299,27.2,1112,12.39432514,3.052684537,7.85334012,0,0,0,1,0,0,0.2866229509375,0.151883666388006
"181",7.2505555,2.0091667,334,0,113,26.6,1119,15.56996561,4.265492727,18.39704779,0.08869871826,0,0,1,0,0,0.35605757975,0.194285203952222
"182",7.2380557,2.0147221,1010,2,221,26.6,1121,13.87052006,3.692497695,16.69670229,0,0,0,1,0,0,0.264447296,0.10575815718247
"183",7.20833,2.01722,840,0,234,27,1113,12.88066109,3.041981203,7.642580852,0,0,0,1,0,0,0.22711387025,0.131031142336417
"184",7.19167,2.00139,4399,2,37,26.9,1111,9.421521722,5.584057647,6.123593668,0,0,0,1,0,0,0.2414644588125,0.133817762186822
"185",7.183616,1.988992,78341,3,1,26.8,1114,8.061604907,5.300525228,9.536314916,0,0,0,1,0,0,0.16218350425,0.0666325539780948
"186",7.18194,2.02639,2109,1,107,27.2,1108,10.5716641,4.024892294,6.179418696,0,0,0,1,0,0,0.1945678716875,0.0912728748626241
"187",7.19861,2.03472,1639,0,136,27.2,1110,11.7350797,3.237869868,7.660932809,0,0,0,1,0,0,0.1863681865,0.0830887883190821
"188",7.1966667,2.063611,1215,1,205,27.4,1108,9.074396935,5.404405673,9.006767387,0,0,0,1,0,0,0.183585363875,0.0712273772099214
"189",7.15556,2.04722,2263,0,223,27.4,1102,11.53452778,3.119400466,4.387266522,0,0,0,1,0,0,0.2791761839375,0.121974098169892
"190",7.1727777,2.0158334,11080,1,102,27.1,1105,10.19578531,4.256633039,7.142887751,0,0,0,1,0,0,0.2923669796875,0.16687161729212
"191",7.16944,1.99028,6879,1,168,26.8,1113,9.145731925,4.781229776,9.955753246,0,0,0,1,0,0,0.296744549125,0.148106605599134
"192",7.1513891,2.0097222,1143,1,201,27.2,1102,12.1292877,2.522342852,3.794052859,0,0,0,1,0,0,0.27745487375,0.155779119203208
"193",7.1144443,2.0008333,2596,2,203,27.3,1092,11.92919232,2.817549906,2.661843103,0,0.01,0,0.99,0,0,0.2642387314375,0.167437074549741
"194",7.15,2.08333,3152,0,227,27.6,1092,12.28691018,3.137692175,5.234504785,0.1774441162,0,0,1,0,0,0.3012140118125,0.207011155863807
"195",7.168871,2.067014,113091,6,81,27.5,1101,7.610680458,5.1905992,4.524609698,0,0,0,1,0,0,0.186949451125,0.0853171522582361
"196",7.16944,2.07222,12081,0,233,27.5,1101,7.63939434,5.111288018,6.793621696,0,0,0,1,0,0,0.1625299803125,0.0628651115055775
"197",7.15306,2.07917,876,2,60,27.6,1092,11.86555492,3.558147479,5.921984426,0.1774441162,0,0,1,0,0,0.2947539718125,0.176632327579528
"198",7.17222,2.10139,11429,1,241,27.7,1091,10.88537959,3.287388763,3.637346997,0,0,0,1,0,0,0.207122071625,0.102162547430209
"199",7.15833,2.125,802,2,259,27.8,1071,13.1358035,2.230605265,6.291891217,0,0,0.01,0.99,0,0,0.2889359105625,0.158764169186674
"200",7.1,2.1125,1002,1,51,27.9,1055,14.79167543,5.112718511,16.31352977,0.443646521,0,0.01,0.99,0,0,0.3777715404375,0.206403192580237
"201",7.10611,2.13611,2412,6,66,27.9,1058,14.01126128,4.903026752,8.354104877,0,0,0.03,0.97,0,0,0.33339648,0.190903321131737
"202",7.23889,2.16194,636,1,247,27.5,1092,11.94354875,2.304614491,0.8494637804,0,0,0,1,0,0,0.275860006875,0.126028891394044
"203",7.25,2.1724999,1186,0,296,27.4,1093,11.44846395,2.315633984,0.5322133545,0,0,0,1,0,0,0.2490391065625,0.109148082529245
"204",7.22859,2.1948,72338,0,293,27.6,1078,11.37450769,2.215625513,0.2661171204,0,0,0,1,0,0,0.2862974713125,0.125169758769197
"205",7.23056,2.21806,16994,0,287,27.7,1067,11.00449326,3.165024635,1.6561674,0,0,0.09,0.91,0,0,0.1749466830625,0.0712709329469772
"206",7.1819444,2.2333333,800,0,283,27.8,1061,12.5834542,3.20645406,1.951745148,0,0,0.16,0.84,0,0,0.315223541,0.132107593220789
"207",7.17917,2.29028,882,1,124,28,1045,19.63237891,7.090900949,20.23900237,0.2661501221,0.08,0.26,0.67,0,0,0.3329031569375,0.193192162602491
"208",7.16528,2.26528,1469,3,52,27.9,1050,15.48183738,5.86252856,10.62076886,0.6210223877,0,0.24,0.76,0,0,0.1997722550625,0.0620762671251949
"209",7.09028,2.23889,1812,2,229,28,1049,14.10920218,3.634309221,15.82039824,1.153547791,0.02,0.29,0.7,0,0,0.2790084694375,0.177365023795179
"210",7.0972223,2.3119445,6768,0,116,28,1049,19.05800696,6.947694731,8.44402124,0.1774608154,0.11,0.53,0.36,0,0,0.194926593,0.0723244874560014
"211",7.104722,2.3127778,3654,0,125,28,1049,19.21713894,6.409320577,10.89792515,0.3549145386,0.13,0.56,0.31,0,0,0.3061388426875,0.164189143448159
"212",7.09583,2.40972,1320,2,257,27.9,1058,17.50671388,4.571511668,4.072912231,0.5323778931,0.16,0.22,0.58,0,0.05,0.1715003256875,0.062149940361201
"213",7.11816,2.43472,662,3,32,27.9,1057,16.75749097,4.808201652,10.01748373,0.8872455322,0.01,0.13,0.81,0,0.05,0.2708191816875,0.157462289157382
"214",7.1375,2.44583,1713,9,152,27.8,1060,15.28188941,5.551710272,9.646841815,1.064678973,0,0.02,0.96,0,0.01,0.2662718150625,0.154229945482327
"215",7.1666667,2.4,12160,29,228,28,1050,15.65495841,4.478946937,6.329151154,0.2661578796,0.01,0.08,0.9,0,0,0.2991552403125,0.178211234643426
"216",7.2533336,2.4583333,1230,2,26,28,1050,15.28879953,9.806225794,14.34429328,0.08870125122,0.2,0.25,0.41,0,0.15,0.2973492475625,0.153488808990679
"217",7.2305555,2.3447223,299,2,158,27.3,1070,10.01543086,3.878775402,1.261341709,0,0,0,1,0,0,0.19674111425,0.0820404322377644
"218",7.211417,2.340976,1005,11,286,27.5,1064,10.08189882,4.328190233,1.65209563,0,0,0.02,0.98,0,0,0.2607385625,0.128846510000882
"219",7.2175,2.34167,1175,4,164,27.3,1068,9.648066823,4.325799062,1.464900959,0,0,0.01,0.99,0,0,0.1995776935625,0.068321876859824
"220",7.21889,2.33806,1328,1,182,27.4,1064,9.882087508,4.868759776,2.306397626,0,0,0.02,0.98,0,0,0.14800582575,0.0507172442686578
"221",7.23611,2.33889,1218,2,42,27.4,1066,10.8291594,3.504731765,2.344909267,0,0,0,0.99,0,0,0.261283982375,0.143757064972751
"222",7.2791667,2.1777778,1759,2,282,27.3,1096,12.35267551,2.069923021,0.7982571777,0,0,0.07,0.93,0,0,0.2021127789375,0.0873478518950933
"223",7.26444,2.15,15938,0,289,27.3,1099,12.70536954,2.147080831,1.100210137,0,0,0.01,0.99,0,0,0.295109346375,0.169972223757986
"224",7.48056,2.42722,966,1,27,27.9,1095,17.13097315,5.108351189,8.56634823,0,0,0,1,0,0,0.2747234366875,0.183341540794722
"225",7.75556,2.37806,1114,0,47,27.5,1160,14.69839023,3.023430278,1.506227838,0,0.01,0.01,0.98,0,0,0.280406415882353,0.127754934715745
"226",7.73333,2.3125,76947,0,111,27.4,1163,16.72526764,4.187931999,13.04032722,0,0,0,1,0,0,0.305576330647059,0.162885984412151
"227",7.77,2.29633,12278,0,240,27.3,1169,14.3825401,3.38097289,7.062458132,0,0,0,1,0,0,0.308760408117647,0.153393957231707
"228",7.6838889,2.1780555,1376,2,147,27.6,1140,13.72148105,3.014685764,7.804765247,0,0,0,1,0,0,0.277345631625,0.170426020444474
"229",7.7208,2.20438,426,1,189,27.2,1167,13.7953316,3.509604657,1.503572153,0,0,0,1,0,0,0.221894770125,0.0890878190081462
"230",7.73358,2.20256,4903,0,275,27.1,1172,14.09339713,3.84111883,1.378787673,0,0,0,1,0,0,0.3175439649375,0.183622414786953
"231",7.76537,2.18688,550,0,190,27.4,1166,12.53451914,4.809015517,2.104157735,0,0,0,1,0,0,0.306322083529412,0.172563749714039
"232",7.76583,2.01361,2920,0,137,27.6,1119,14.41154915,3.491662119,9.280662364,0,0,0,1,0,0,0.292655510875,0.145045115445796
"233",7.49861,2.075,2895,2,236,27.6,1087,15.68489118,3.071680781,3.546071942,0,0,0,1,0,0,0.1844902523125,0.0618136320153396
"234",7.7330556,1.7411111,1834,0,100,26.9,1056,15.59944167,2.815319137,24.79673754,0,0,0,1,0,0,0.3406421111875,0.157901144765127
"235",7.09806,1.75889,1373,2,120,27.2,1068,16.1992618,3.216540546,5.501299445,1.597156433,0.07,0.03,0.91,0,0,0.297562178625,0.161142609954763
"236",7.10806,1.66806,1051,0,213,27,1092,17.27817151,4.240470544,9.747604213,0.08872716675,0,0.19,0.81,0,0,0.320510224875,0.189243282126181
"237",9.47583,2.01333,6109,0,38,26.4,1166,11.13994404,2.68171508,52.58238505,0,0,0,1,0,0,0.363483106263158,0.147209474108584
"238",7.82722,1.66305,2887,0,254,26.5,1061,13.86617818,4.161343171,4.084338977,0,0,0,1,0,0,0.221754232625,0.074979600020129
"239",7.8166666,2.1213889,3187,0,294,27.3,1167,13.06391844,2.136079866,8.150197638,0,0,0,1,0,0,0.333468639294118,0.154971937370295
"240",7.918889,2.0283334,1597,1,56,27.5,1154,13.64764564,3.015277469,4.162654614,0,0,0,1,0,0,0.253662942235294,0.124649603482852
"241",8.1316671,1.9419445,1130,0,40,27,1080,16.8596872,6.288236291,19.03239565,0,0,0.02,0.98,0,0,0.304014439125,0.0942437778313514
"242",8.00183,2.19817,8058,0,28,27.4,1119,11.47548024,2.986050339,15.95540748,0,0,0,1,0,0,0.255188596941176,0.143552686458227
"243",7.9275,2.29533,9214,0,46,27.6,1133,12.56664499,3.107315158,1.771317889,0,0,0,1,0,0,0.279402745764706,0.145396727571837
"244",7.9435,2.2425,2661,0,49,27.4,1139,12.17459386,2.770023261,4.079151519,0,0,0,1,0,0,0.188840959470588,0.0753128693793142
"245",7.93833,2.18967,1411,0,25,27.5,1142,11.91181702,2.719062911,0.3542569885,0,0,0,1,0,0,0.289761992588235,0.194413058079832
"246",7.90226,2.18097,599954,0,55,27.4,1149,11.7619754,2.097674382,3.897077319,0,0,0,1,0,0,0.266785342529412,0.145846125079075
"247",7.88333,2.2,2493,0,43,27.2,1160,11.91120307,2.778599495,4.303708452,0,0,0,1,0,0,0.241197278882353,0.14548062246996
"248",7.8741665,2.2097223,623,0,143,27,1168,12.88422037,3.480442476,8.128207824,0,0,0,1,0,0,0.179404121411765,0.0687810005111233
"249",7.83541,2.18834,7841,0,173,27.4,1166,14.70810763,4.597335285,4.838803568,0,0,0,1,0,0,0.230702752411765,0.125047172871579
"250",7.8361111,2.2266667,3758,0,202,27.1,1171,13.93161713,4.079413702,5.720485436,0,0,0,1,0,0,0.229904684235294,0.112660097346557
"251",7.81267,2.58467,3128,1,170,27.7,1142,17.17186623,6.634557512,19.40759626,0,0,0,1,0,0,0.254548608647059,0.150517769274783
"252",9.12194,2.55833,11988,0,44,26.4,1148,13.86003092,4.277065629,25.75810481,0,0,0,1,0,0,0.20547807775,0.0449726272577327
"253",7.455,2.56694,6260,0,4,27.2,1105,23.05514405,13.34758254,6.920845687,0,0.07,0.17,0.76,0,0,0.250565141875,0.136502787748607
"254",7.30083,2.50694,2261,2,71,27.7,1062,16.77073155,4.494609539,16.26435099,1.862505731,0.02,0.32,0.65,0,0,0.3167738324375,0.145864284686677
"255",7.26278,2.54167,5247,1,222,27.7,1063,14.9393803,2.660714322,7.396397443,0.2660941833,0,0.1,0.9,0,0,0.1844280240625,0.0913675196006694
"256",7.33278,2.58972,19201,0,185,27.5,1069,14.97626573,2.761717431,3.164842457,0,0,0.16,0.84,0,0,0.173316830764706,0.0664475888023213
"257",7.22306,2.52833,3786,2,0,27.8,1058,15.52551446,2.811164077,5.611872898,0,0.04,0.16,0.8,0,0,0.3319498603125,0.142086409329518
"258",7.16389,2.54694,1763,0,215,27.7,1068,16.44113868,2.536001011,11.8117884,0.3548689453,0.02,0.54,0.45,0,0,0.216954273294118,0.105276680968114
"259",7.0736113,2.5291667,1899,4,220,27.8,1081,18.40378356,3.972232934,13.66769947,0.3549447571,0.05,0.58,0.37,0,0,0.352899749529412,0.176196363386401
"260",7.07278,2.50694,1522,4,29,27.7,1078,16.37229098,3.945124155,11.87288823,0.3549474304,0.02,0.36,0.62,0,0,0.358223134117647,0.193577006516572
"261",7.03472,2.49222,1241,2,135,27.7,1085,14.46962589,4.036062103,15.65549729,0.08874144287,0.01,0.59,0.39,0,0,0.238264847625,0.0794589040311369
"262",7.02083,2.47917,433,1,150,27.8,1083,14.36093976,3.89802577,8.810475607,0.5324794556,0,0.59,0.41,0,0,0.3153164029375,0.158278124123207
"263",7.01056,2.46444,9607,14,90,27.7,1082,14.56192997,4.071968243,10.95027036,1.271345732,0.01,0.54,0.45,0,0,0.2853478864375,0.102112882150215
"264",6.99639,2.47417,1271,1,132,27.9,1084,16.78157795,4.423557058,6.300798075,0.6212381897,0.01,0.73,0.26,0,0,0.3018622480625,0.184984866041451
"265",6.99722,2.4625,242,4,83,27.8,1083,15.1403049,4.138839912,6.831922775,0.7099816589,0.01,0.61,0.38,0,0,0.267308455875,0.1016480719892
"266",6.98333,2.46389,791,3,277,27.9,1084,16.70859895,4.019891156,5.413863062,0.6212722778,0.01,0.67,0.32,0,0,0.3667982621875,0.198436209583104
"267",6.92417,2.505,2341,6,20,27.2,1125,17.37551142,6.181791887,9.71886931,11.59570623,0.07,0.74,0.19,0,0,0.302698085882353,0.178432794585819
"268",6.91889,2.54333,1349,1,103,27.2,1138,20.63916305,10.80764884,193.0002096,104.6516772,0.02,0.8,0.17,0,0,0.334460576588235,0.165977736479037
"269",6.90111,2.55667,2457,2,207,27.1,1146,23.37526405,10.33968513,183.8487448,6.399225113,0.01,0.9,0.08,0,0,0.327545035470588,0.184162838706206
"270",6.87361,2.50194,1059,0,33,27.6,1122,25.60376291,11.08489786,247.871295,36.77590601,0.01,0.94,0.05,0,0,0.279090492470588,0.172555972165958
"271",6.88333,2.50194,1675,7,300,27.4,1127,24.26704148,11.0829291,197.5428693,35.43041395,0.01,0.9,0.09,0,0,0.236272599352941,0.146384806093204
"272",6.90194,2.51444,2859,8,251,27.1,1136,16.86036799,6.340218693,17.28394392,31.78434083,0.03,0.79,0.19,0,0,0.163658690294118,0.0890586323804499
"273",6.86861,2.51111,1020,2,237,27.7,1121,20.71760174,7.823928888,73.49291324,42.52180643,0.01,0.95,0.04,0,0,0.370781740058824,0.255543876681016
"274",6.83194,2.5325,1293,2,5,27.1,1153,20.86217447,11.68469152,228.6204503,70.71231449,0.06,0.93,0,0,0,0.273986550764706,0.18346699287265
"275",6.83472,2.5375,1475,1,54,27.1,1155,20.15915143,10.86729978,170.4089245,87.13760007,0.05,0.95,0,0,0,0.246074028411765,0.160990405510227
"276",6.79167,2.46667,1116,1,169,27.7,1115,16.32553718,5.728273726,12.80844339,2.624573246,0.13,0.86,0.01,0,0,0.309609321666667,0.1915302752171
"277",6.77639,2.47861,2485,6,187,27.5,1132,16.28770336,6.404054167,23.70983603,6.037598337,0.13,0.86,0.01,0,0,0.341898573777778,0.185837087324564
"278",6.76667,2.46806,1339,1,160,27.7,1125,15.94941052,5.35408124,11.26676115,0.9767013184,0.1,0.9,0.01,0,0,0.342803436,0.212957891771586
"279",6.772222,2.4777777,426,0,94,27.6,1128,16.36585105,6.270548573,17.08081952,2.190138178,0.12,0.87,0.01,0,0,0.342159359833333,0.210384167653557
"280",6.7675,2.47917,395,2,53,27.6,1128,15.74700262,6.009415382,16.41908103,1.154278113,0.12,0.87,0.01,0,0,0.239721661222222,0.0820171433614477
"281",6.76806,2.515,1239,1,171,27.5,1146,20.17011411,7.945324972,208.6359415,2.308558459,0.1,0.89,0,0,0,0.301944811666667,0.212107086028644
"282",6.81611,2.54389,2172,2,238,27.1,1161,14.89749183,3.264731205,16.12694461,3.90920908,0.06,0.94,0,0,0,0.288769451588235,0.162320441657623
"283",6.7425,2.52333,728,2,70,27.3,1161,17.09582379,5.37259506,23.56912281,0.8601055443,0.05,0.95,0,0,0,0.296122920222222,0.171142300022753
"284",6.7013888,2.4783332,737,0,96,27.6,1144,14.47552592,5.37018393,4.594037337,0.3552097046,0.09,0.88,0.03,0,0.01,0.309012748333333,0.159334398729186
"285",6.6875,2.48167,217,2,133,27.6,1149,15.21471926,5.74056714,5.704124402,0.3552218262,0.08,0.88,0.03,0,0,0.310852947944444,0.20504367014541
"286",6.69583,2.47917,664,5,121,27.7,1145,14.86682481,5.468867886,3.841545677,0.3552097046,0.09,0.87,0.03,0,0.01,0.351146132777778,0.201444627214766
"287",6.66806,2.48472,824,1,194,27.6,1159,13.5304881,6.190159117,11.62558849,0.6216649231,0.05,0.93,0.01,0,0,0.328123987111111,0.205582226240394
"288",6.66639,2.49167,16883,5,77,27.6,1161,14.95905375,6.003932992,15.13342066,0.6216649231,0.06,0.93,0.01,0,0,0.2223553765,0.0694744789813023
"289",6.65806,2.5,479,6,175,27.6,1170,15.63280743,5.986018893,16.97524908,1.197385801,0.05,0.94,0.01,0,0,0.227709620888889,0.083818418209857
"290",6.68333,2.5,1485,5,239,27.6,1158,15.760786,5.606928885,11.62576175,0.7992581238,0.07,0.92,0.01,0,0,0.267371634277778,0.142859625144844
"291",6.63083,2.50806,760,7,151,27.6,1184,18.77462274,6.572030739,11.04315077,1.154596893,0.03,0.97,0,0,0,0.400242357277778,0.215468410892133
"292",6.64,2.475,2373,1,141,27.6,1166,11.7504888,4.30134423,4.700143669,0.2664391052,0.06,0.92,0.02,0,0,0.182414106222222,0.0586266041608162
"293",6.62833,2.47028,2485,5,89,27.6,1169,11.35993007,4.445217436,4.300445033,0.3079017495,0.05,0.94,0.01,0,0,0.286620291555556,0.168709389555261
"294",6.62278,2.47361,8012,1,21,27.6,1173,11.04846729,4.123821146,4.371214067,0.177635791,0.04,0.95,0.01,0,0,0.289541784666667,0.117755649010503
"295",6.61444,2.47583,2288,3,22,27.6,1179,11.53624556,3.960537838,5.992319712,0.1107611403,0.03,0.94,0.02,0,0,0.309466796277778,0.154107092965605
